topic,paper_ID,text,main_heading,sub_heading,label,pos1,pos2,pos3,citation,head,ofs1,ofs2,ofs3
question-answering,0,"We aim at learning S ( ) , with no human - labeled supervised data in the form ( question , answer ) pairs , but only by indirect supervision , generated either automatically or collaboratively .",system description,Task Definition,0,73,13,10,0,system description : Task Definition,0.28294573643410853,0.9285714285714286,0.9090909090909091
question-answering,0,We detail in the rest of this section our process for creating training data .,system description,Task Definition,0,74,14,11,0,system description : Task Definition,0.2868217054263566,1.0,1.0
question-answering,0,Training Data,training,Training Data,0,75,1,1,0,training : Training Data,0.29069767441860467,0.022222222222222223,0.09090909090909091
question-answering,0,"Our training data consists of two sources : an automatically created KB , Re - Verb , from which we generate questions and a set of pairs of questions collaboratively labeled as paraphrases from the website WikiAnswers .",training,Training Data,0,76,2,2,0,training : Training Data,0.29457364341085274,0.044444444444444446,0.18181818181818182
question-answering,0,Knowledge Base,training,Training Data,0,77,3,3,0,training : Training Data,0.29844961240310075,0.06666666666666667,0.2727272727272727
question-answering,0,The set of potential answers K is given by the KB ReVerb .,training,Training Data,0,78,4,4,0,training : Training Data,0.3023255813953488,0.08888888888888889,0.36363636363636365
question-answering,0,"ReVerb is an open - source data base composed of more than 14M triples , made of more than 2 M entities and 600 k relationships , which have been automatically extracted from the ClueWeb09 corpus .",training,Training Data,0,79,5,5,0,training : Training Data,0.3062015503875969,0.1111111111111111,0.45454545454545453
question-answering,0,"In the following , entities are denoted with a .e suffix and relationships with a .r suffix .",training,Training Data,0,80,6,6,0,training : Training Data,0.31007751937984496,0.13333333333333333,0.5454545454545454
question-answering,0,"ReVerb contains broad and general knowledge harvested with very little human intervention , which suits the realistically supervised setting .",training,Training Data,0,81,7,7,0,training : Training Data,0.313953488372093,0.15555555555555556,0.6363636363636364
question-answering,0,"But , as a result , ReVerb is ambiguous and noisy with many useless triples and entities as well as numerous duplicates .",training,Training Data,0,82,8,8,0,training : Training Data,0.3178294573643411,0.17777777777777778,0.7272727272727273
question-answering,0,"For instance , winston - churchill.e , churchill.e and even roosevelt - and - churchill.e are all distinct entities .. 2 presents some examples of triples : some make sense , some others are completely unclear or useless .",training,Training Data,0,83,9,9,0,training : Training Data,0.32170542635658916,0.2,0.8181818181818182
question-answering,0,"In contrast to highly curated data bases such Freebase , ReVerb has more noise but also many more relation types ( Freebase has around 20 k ) .",training,Training Data,0,84,10,10,0,training : Training Data,0.32558139534883723,0.2222222222222222,0.9090909090909091
question-answering,0,"So for some types of triple it has much better coverage , despite the larger size of Freebase ; for example Freebase does not cover verbs like afraid - of or suffer - from .",training,Training Data,0,85,11,11,0,training : Training Data,0.32945736434108525,0.24444444444444444,1.0
question-answering,0,Questions Generation,training,Questions Generation,0,86,12,1,0,training : Questions Generation,0.3333333333333333,0.26666666666666666,0.03225806451612903
question-answering,0,"We have no available data of questions q labeled with their answers , i.e. with the corresponding triples t ? K .",training,Questions Generation,0,87,13,2,0,training : Questions Generation,0.3372093023255814,0.28888888888888886,0.06451612903225806
question-answering,0,"We have no available data of questions q labeled with their answers , i.e. with the corresponding triples t ? K .",training,Questions Generation,0,88,14,3,0,training : Questions Generation,0.34108527131782945,0.3111111111111111,0.0967741935483871
question-answering,0,"Following , we hence decided to create such question - triple pairs automatically .",training,Questions Generation,0,89,15,4,0,training : Questions Generation,0.3449612403100775,0.3333333333333333,0.12903225806451613
question-answering,0,These pairs are generated using the 16 seed questions displayed in .,training,Questions Generation,0,90,16,5,0,training : Questions Generation,0.3488372093023256,0.35555555555555557,0.16129032258064516
question-answering,0,"At each round , we pick a triple at random and then generate randomly one of the seed questions .",training,Questions Generation,0,91,17,6,0,training : Questions Generation,0.35271317829457366,0.37777777777777777,0.1935483870967742
question-answering,0,"Note only triples with a *-in.r relation ( denoted r- in in ) can generate from the pattern where did er ? , for example , and similar for other constraints .",training,Questions Generation,0,92,18,7,0,training : Questions Generation,0.35658914728682173,0.4,0.22580645161290322
question-answering,0,"Otherwise , the pattern is chosen randomly .",training,Questions Generation,0,93,19,8,0,training : Questions Generation,0.36046511627906974,0.4222222222222222,0.25806451612903225
question-answering,0,"Except for these exceptions , we used all 16 seed questions for all triples hence generating approximately 16 14M questions stored in a training set we denote D.",training,Questions Generation,0,94,20,9,0,training : Questions Generation,0.3643410852713178,0.4444444444444444,0.2903225806451613
question-answering,0,The generated questions are imperfect and noisy and create a weak training signal .,training,Questions Generation,0,95,21,10,0,training : Questions Generation,0.3682170542635659,0.4666666666666667,0.3225806451612903
question-answering,0,"Firstly , their syntactic structure is rather simplistic , and real questions as posed by humans ( such as in our actual test ) can look quite different to them .",training,Questions Generation,0,96,22,11,0,training : Questions Generation,0.37209302325581395,0.4888888888888889,0.3548387096774194
question-answering,0,"Secondly , many generated questions do not correspond to semantically valid English sentences .",training,Questions Generation,0,97,23,12,0,training : Questions Generation,0.375968992248062,0.5111111111111111,0.3870967741935484
question-answering,0,"For instance , since the type of entities in ReVerb is unknown , a pattern like who does er ? can be chosen for a triple where the type of ? in ( ? , r , e ) is not a person , and similar for other types ( e.g. when ) .",training,Questions Generation,0,98,24,13,0,training : Questions Generation,0.3798449612403101,0.5333333333333333,0.41935483870967744
question-answering,0,"For instance , since the type of entities in ReVerb is unknown , a pattern like who does er ? can be chosen for a triple where the type of ? in ( ? , r , e ) is not a person , and similar for other types ( e.g. when ) .",training,Questions Generation,0,99,25,14,0,training : Questions Generation,0.38372093023255816,0.5555555555555556,0.45161290322580644
question-answering,0,"Besides , for the strings representing entities and relationships in the questions , we simply used their names in ReVerb , replacingby spaces and stripping off .",training,Questions Generation,0,100,26,15,0,training : Questions Generation,0.3875968992248062,0.5777777777777777,0.4838709677419355
question-answering,0,Patterns for generating questions from ReVerb triples following .,training,Questions Generation,0,101,27,16,0,training : Questions Generation,0.39147286821705424,0.6,0.5161290322580645
question-answering,0,"their suffixes , i.e. the string representing winston - churchill.e is simply winston churchill .",training,Questions Generation,0,102,28,17,0,training : Questions Generation,0.3953488372093023,0.6222222222222222,0.5483870967741935
question-answering,0,"While this is often fine , this is also very limited and caused many incoherences in the data .",training,Questions Generation,0,103,29,18,0,training : Questions Generation,0.3992248062015504,0.6444444444444445,0.5806451612903226
question-answering,0,"Generating questions with a richer KB than ReVerb , such as Freebase or DBpedia , would lead to better quality because typing and better lexicons could be used .",training,Questions Generation,0,104,30,19,0,training : Questions Generation,0.40310077519379844,0.6666666666666666,0.6129032258064516
question-answering,0,"However , this would contradict one of our motivations which is to train a system with as little human intervention as possible ( and hence choosing ReVerb over hand - curated KBs ) .",training,Questions Generation,0,105,31,20,0,training : Questions Generation,0.4069767441860465,0.6888888888888889,0.6451612903225806
question-answering,0,Paraphrases,training,Questions Generation,0,106,32,21,0,training : Questions Generation,0.4108527131782946,0.7111111111111111,0.6774193548387096
question-answering,0,The automatically generated examples are useful to connect KB triples and natural language .,training,Questions Generation,0,107,33,22,0,training : Questions Generation,0.41472868217054265,0.7333333333333333,0.7096774193548387
question-answering,0,"However , they do not allow for a satisfactory modeling of English language because of their poor wording .",training,Questions Generation,0,108,34,23,0,training : Questions Generation,0.4186046511627907,0.7555555555555555,0.7419354838709677
question-answering,0,"To overcome this issue , we again follow and supplement our training data with an indirect supervision signal made of pairs of question paraphrases collected from the WikiAnswers website .",training,Questions Generation,0,109,35,24,0,training : Questions Generation,0.42248062015503873,0.7777777777777778,0.7741935483870968
question-answering,0,"On WikiAnswers , users can tag pairs of questions as rephrasing of each other .",training,Questions Generation,0,110,36,25,0,training : Questions Generation,0.4263565891472868,0.8,0.8064516129032258
question-answering,0,"harvested a set of 18 M of these question - paraphrase pairs , with 2.4 M distinct questions in the corpus .",training,Questions Generation,0,111,37,26,0,training : Questions Generation,0.43023255813953487,0.8222222222222222,0.8387096774193549
question-answering,0,These pairs have been labeled collaboratively .,training,Questions Generation,0,112,38,27,0,training : Questions Generation,0.43410852713178294,0.8444444444444444,0.8709677419354839
question-answering,0,This is cheap but also causes the data to be noisy .,training,Questions Generation,0,113,39,28,0,training : Questions Generation,0.437984496124031,0.8666666666666667,0.9032258064516129
question-answering,0,"Hence , estimated that only 55 % of the pairs were actual paraphrases .",training,Questions Generation,0,114,40,29,0,training : Questions Generation,0.4418604651162791,0.8888888888888888,0.9354838709677419
question-answering,0,The set of paraphrases is denoted P in the following .,training,Questions Generation,0,115,41,30,0,training : Questions Generation,0.44573643410852715,0.9111111111111111,0.967741935483871
question-answering,0,"By considering all words and tokens appearing in P and D , we end up with a size for the vocabulary V of more than 800k .",training,Questions Generation,0,116,42,31,0,training : Questions Generation,0.4496124031007752,0.9333333333333333,1.0
question-answering,0,Embedding - based Model,training,Embedding-based Model,0,117,43,1,0,training : Embedding-based Model,0.45348837209302323,0.9555555555555556,0.5
question-answering,0,"Our model ends up learning vector embeddings of symbols , either for entities or relationships from ReVerb , or for each word of the vocabulary .",training,Embedding-based Model,0,118,44,2,0,training : Embedding-based Model,0.4573643410852713,0.9777777777777777,1.0
question-answering,0,Question - KB Triple Scoring,training,Question-KB Triple Scoring,0,119,45,1,0,training : Question-KB Triple Scoring,0.46124031007751937,1.0,1.0
question-answering,0,Architecture,architecture,architecture,0,120,1,1,0,architecture : architecture,0.46511627906976744,0.016129032258064516,0.029411764705882353
question-answering,0,"Our framework concerns the learning of a function S ( q , t ) , based on embeddings , that is designed to score the similarity of a question q and a triplet from K.",architecture,architecture,0,121,2,2,0,architecture : architecture,0.4689922480620155,0.03225806451612903,0.058823529411764705
question-answering,0,"Our scoring approach is inspired by previous work for labeling images with words , which we adapted , replacing images and labels by questions and triples .",architecture,architecture,0,122,3,3,0,architecture : architecture,0.4728682170542636,0.04838709677419355,0.08823529411764706
question-answering,0,"Intuitively , it consists of projecting questions , treated as a bag of words ( and possibly n-grams as well ) , on the one hand , and triples on the other hand , into a shared embedding space and then computing a similarity measure ( the dot product in this paper ) between both projections .",architecture,architecture,0,123,4,4,0,architecture : architecture,0.47674418604651164,0.06451612903225806,0.11764705882352941
question-answering,0,The scoring function is then :,architecture,architecture,0,124,5,5,0,architecture : architecture,0.4806201550387597,0.08064516129032258,0.14705882352941177
question-answering,0,"with f ( ) a function mapping words from questions into Contrary to previous work modeling KBs with embeddings ( e.g. ) , in our model , an entity does not have the same embedding when appearing in the lefthand or in the right - hand side of a triple .",architecture,architecture,0,125,6,6,0,architecture : architecture,0.4844961240310077,0.0967741935483871,0.17647058823529413
question-answering,0,"Since , g ( ) sums embeddings of all constituents of a triple , we need to use 2 embeddings per entity to encode for the fact that relationships in the KB are not symmetric and so that appearing as a left - hand or right - hand entity is different .",architecture,architecture,0,126,7,7,0,architecture : architecture,0.4883720930232558,0.11290322580645161,0.20588235294117646
question-answering,0,"This approach can be easily applied at test time to score any ( question , triple ) pairs .",architecture,architecture,0,127,8,8,0,architecture : architecture,0.49224806201550386,0.12903225806451613,0.23529411764705882
question-answering,0,"Given a question q , one can predict the corresponding answer ( a triple ) t ( q ) wit h:t ( q ) = arg max",architecture,architecture,0,128,9,9,0,architecture : architecture,0.49612403100775193,0.14516129032258066,0.2647058823529412
question-answering,0,Training by Ranking Previous work has shown that this kind of model can be conveniently trained using a ranking loss .,architecture,architecture,0,129,10,10,0,architecture : architecture,0.5,0.16129032258064516,0.29411764705882354
question-answering,0,"Hence , given our data set D = { ( q i , ti ) , i = 1 , . . . , | D |} consisting of ( question , answer triple ) training pairs , one could learn the embeddings using constraints of the form :",architecture,architecture,0,130,11,11,0,architecture : architecture,0.5038759689922481,0.1774193548387097,0.3235294117647059
question-answering,0,where 0.1 is the margin .,architecture,architecture,0,131,12,12,0,architecture : architecture,0.5077519379844961,0.1935483870967742,0.35294117647058826
question-answering,0,"That is , we want the triple that labels a given question to be scored higher than other triples in K by a margin of 0.1 .",architecture,architecture,0,132,13,13,0,architecture : architecture,0.5116279069767442,0.20967741935483872,0.38235294117647056
question-answering,0,"We also enforce a constraint on the norms of the columns of V and W , i.e. ? i , | |v i | | 2 ? 1 and ? j , ||w j || 2 ? 1 .",architecture,architecture,0,133,14,14,0,architecture : architecture,0.5155038759689923,0.22580645161290322,0.4117647058823529
question-answering,0,"We also enforce a constraint on the norms of the columns of V and W , i.e. ? i , | |v i | | 2 ? 1 and ? j , ||w j || 2 ? 1 .",architecture,architecture,0,134,15,15,0,architecture : architecture,0.5193798449612403,0.24193548387096775,0.4411764705882353
question-answering,0,"We also enforce a constraint on the norms of the columns of V and W , i.e. ? i , | |v i | | 2 ? 1 and ? j , ||w j || 2 ? 1 .",architecture,architecture,0,135,16,16,0,architecture : architecture,0.5232558139534884,0.25806451612903225,0.47058823529411764
question-answering,0,"To train our model , we need positive and negative examples of ( q , t ) pairs .",architecture,architecture,0,136,17,17,0,architecture : architecture,0.5271317829457365,0.27419354838709675,0.5
question-answering,0,"However , D only contains positive samples , for which the triple actually corresponds to the question .",architecture,architecture,0,137,18,18,0,architecture : architecture,0.5310077519379846,0.2903225806451613,0.5294117647058824
question-answering,0,"Hence , during training , we use a procedure to corrupt triples .",architecture,architecture,0,138,19,19,0,architecture : architecture,0.5348837209302325,0.3064516129032258,0.5588235294117647
question-answering,0,"Given ( q , t ) ? D , we create a corrupted triplet with the following method : pick another random triplet tmp from K , and then , replace with 66 % chance each member oft ( left entity , relationship and right entity ) by the corresponding element int tmp .",architecture,architecture,0,139,20,20,0,architecture : architecture,0.5387596899224806,0.3225806451612903,0.5882352941176471
question-answering,0,"Given ( q , t ) ? D , we create a corrupted triplet with the following method : pick another random triplet tmp from K , and then , replace with 66 % chance each member oft ( left entity , relationship and right entity ) by the corresponding element int tmp .",architecture,architecture,0,140,21,21,0,architecture : architecture,0.5426356589147286,0.3387096774193548,0.6176470588235294
question-answering,0,"This heuristic creates negative triples t somewhat similar to their positive counterpart t , and is similar to schemes of previous work ( e.g. in ) .",architecture,architecture,0,141,22,22,0,architecture : architecture,0.5465116279069767,0.3548387096774194,0.6470588235294118
question-answering,0,"Training the embedding model is carried out by stochastic gradient descent ( SGD ) , updating W and V at each step .",architecture,architecture,0,142,23,23,0,architecture : architecture,0.5503875968992248,0.3709677419354839,0.6764705882352942
question-answering,0,At the start of training the parameters off ( ) and g ( ) ( the n v k word embeddings in V and then e k entities and rel .,architecture,architecture,0,143,24,24,0,architecture : architecture,0.5542635658914729,0.3870967741935484,0.7058823529411765
question-answering,0,"embeddings in W ) are initialized to random weights ( mean 0 , standard deviation 1 k ) .",architecture,architecture,0,144,25,25,0,architecture : architecture,0.5581395348837209,0.4032258064516129,0.7352941176470589
question-answering,0,"Then , we iterate the following steps to train them :",architecture,architecture,0,145,26,26,0,architecture : architecture,0.562015503875969,0.41935483870967744,0.7647058823529411
question-answering,0,". Sample a positive training pair ( q i , ti ) from D .",architecture,architecture,0,146,27,27,0,architecture : architecture,0.5658914728682171,0.43548387096774194,0.7941176470588235
question-answering,0,2 .,architecture,architecture,0,147,28,28,0,architecture : architecture,0.5697674418604651,0.45161290322580644,0.8235294117647058
question-answering,0,Create a corrupted triplet i ensuring that ti = ti .,architecture,architecture,0,148,29,29,0,architecture : architecture,0.5736434108527132,0.46774193548387094,0.8529411764705882
question-answering,0,3 .,architecture,architecture,0,149,30,30,0,architecture : architecture,0.5775193798449613,0.4838709677419355,0.8823529411764706
question-answering,0,Make a stochastic gradient step to minimize 0.1 ? f ( q i ) g (t i ) +f ( q i ) g (t i ) + .,architecture,architecture,0,150,31,31,0,architecture : architecture,0.5813953488372093,0.5,0.9117647058823529
question-answering,0,. Enforce the constraint that each embedding vector is normalized .,architecture,architecture,0,151,32,32,0,architecture : architecture,0.5852713178294574,0.5161290322580645,0.9411764705882353
question-answering,0,The learning rate of SGD is updated during the course of learning using adagrad .,architecture,architecture,0,152,33,33,0,architecture : architecture,0.5891472868217055,0.532258064516129,0.9705882352941176
question-answering,0,+ is the positive part of x .,architecture,architecture,0,153,34,34,0,architecture : architecture,0.5930232558139535,0.5483870967741935,1.0
question-answering,0,Multitask Training with Paraphrases Pairs,architecture,Multitask Training with Paraphrases Pairs,0,154,35,1,0,architecture : Multitask Training with Paraphrases Pairs,0.5968992248062015,0.5645161290322581,0.125
question-answering,0,"We multitask the training of our model by training on pairs of paraphrases of questions ( q 1 , q 2 ) from P as well as training on the pseudolabeled data constructed in D .",architecture,Multitask Training with Paraphrases Pairs,0,155,36,2,0,architecture : Multitask Training with Paraphrases Pairs,0.6007751937984496,0.5806451612903226,0.25
question-answering,0,We use the same architecture simply replacing g ( ) by a copy off ( ) .,architecture,Multitask Training with Paraphrases Pairs,0,156,37,3,0,architecture : Multitask Training with Paraphrases Pairs,0.6046511627906976,0.5967741935483871,0.375
question-answering,0,This leads to the following function that scores the similarity between two questions :,architecture,Multitask Training with Paraphrases Pairs,0,157,38,4,0,architecture : Multitask Training with Paraphrases Pairs,0.6085271317829457,0.6129032258064516,0.5
question-answering,0,"The matrix W containing embeddings of words is shared between Sand S prp , allowing it to encode information from examples from both D and P. Training of S prp is also conducted with SGD ( and adagrad ) as for S , but , in this case , negative examples are created by replacing one of the questions from the pair by another question chosen at random in P.",architecture,Multitask Training with Paraphrases Pairs,0,158,39,5,0,architecture : Multitask Training with Paraphrases Pairs,0.6124031007751938,0.6290322580645161,0.625
question-answering,0,"During our experiments , W and V were learned by alternating training steps using Sand S prp , switching from one to another at each step .",architecture,Multitask Training with Paraphrases Pairs,0,159,40,6,0,architecture : Multitask Training with Paraphrases Pairs,0.6162790697674418,0.6451612903225806,0.75
question-answering,0,The initial learning rate was set to 0.1 and the dimension k of the embedding space to 64 .,architecture,Multitask Training with Paraphrases Pairs,0,160,41,7,0,architecture : Multitask Training with Paraphrases Pairs,0.6201550387596899,0.6612903225806451,0.875
question-answering,0,Training ran for 1 day on a 16 core machine using hogwild .,architecture,Multitask Training with Paraphrases Pairs,0,161,42,8,0,architecture : Multitask Training with Paraphrases Pairs,0.624031007751938,0.6774193548387096,1.0
question-answering,0,Fine - tuning the Similarity between Embeddings,architecture,Fine-tuning the Similarity between Embeddings,0,162,43,1,0,architecture : Fine-tuning the Similarity between Embeddings,0.627906976744186,0.6935483870967742,0.05
question-answering,0,"The scale of the problem forced us to keep our architecture simple : with n e ? 3.5M ( with 2 embeddings for each entity ) and n v ? 800 k , we have to learn around 4.3 M embeddings .",architecture,Fine-tuning the Similarity between Embeddings,0,163,44,2,0,architecture : Fine-tuning the Similarity between Embeddings,0.6317829457364341,0.7096774193548387,0.1
question-answering,0,"With an embedding space of dimension k = 64 , this leads to around 275M parameters to learn .",architecture,Fine-tuning the Similarity between Embeddings,0,164,45,3,0,architecture : Fine-tuning the Similarity between Embeddings,0.6356589147286822,0.7258064516129032,0.15
question-answering,0,The training algorithm must also stay simple to scale on a training set of around 250 M of examples ( D and P combined ) ; SGD appears as the only viable option .,architecture,Fine-tuning the Similarity between Embeddings,0,165,46,4,0,architecture : Fine-tuning the Similarity between Embeddings,0.6395348837209303,0.7419354838709677,0.2
question-answering,0,"SGD , combined with adagrad for adapting the learning rate on the course of training , is a powerful algorithm .",architecture,Fine-tuning the Similarity between Embeddings,0,166,47,5,0,architecture : Fine-tuning the Similarity between Embeddings,0.6434108527131783,0.7580645161290323,0.25
question-answering,0,"However , the scale of the optimization problem makes it very hard to control and conduct properly until convergence .",architecture,Fine-tuning the Similarity between Embeddings,0,167,48,6,0,architecture : Fine-tuning the Similarity between Embeddings,0.6472868217054264,0.7741935483870968,0.3
question-answering,0,"When SGD stops after a pre-defined number of epochs , we are almost certain that the problem is not fully solved and that some room for improvement remains : we observed that embeddings were able to often rank correct answers near the top of the candidates list , but not always in the first place .",architecture,Fine-tuning the Similarity between Embeddings,0,168,49,7,0,architecture : Fine-tuning the Similarity between Embeddings,0.6511627906976745,0.7903225806451613,0.35
question-answering,0,"In this paper , we introduce away to fine - tune our embedding - based model so that correct answers might end up more often at the top of the list .",architecture,Fine-tuning the Similarity between Embeddings,0,169,50,8,0,architecture : Fine-tuning the Similarity between Embeddings,0.6550387596899225,0.8064516129032258,0.4
question-answering,0,"Updating the embeddings involves working on too many parameters , but ultimately , these embeddings are meant to be used in a dot -product that computes the similarity between q and t.",architecture,Fine-tuning the Similarity between Embeddings,0,170,51,9,0,architecture : Fine-tuning the Similarity between Embeddings,0.6589147286821705,0.8225806451612904,0.45
question-answering,0,We propose to learn a matrix M ? R kk parameterizing the similarity between words and triples embeddings .,architecture,Fine-tuning the Similarity between Embeddings,0,171,52,10,0,architecture : Fine-tuning the Similarity between Embeddings,0.6627906976744186,0.8387096774193549,0.5
question-answering,0,We propose to learn a matrix M ? R kk parameterizing the similarity between words and triples embeddings .,architecture,Fine-tuning the Similarity between Embeddings,0,172,53,11,0,architecture : Fine-tuning the Similarity between Embeddings,0.6666666666666666,0.8548387096774194,0.55
question-answering,0,The scoring function becomes :,architecture,Fine-tuning the Similarity between Embeddings,0,173,54,12,0,architecture : Fine-tuning the Similarity between Embeddings,0.6705426356589147,0.8709677419354839,0.6
question-answering,0,has only k 2 parameters and can be efficiently determined by solving the following convex problem ( fixing the embedding matrices W and V ) :,architecture,Fine-tuning the Similarity between Embeddings,0,174,55,13,0,architecture : Fine-tuning the Similarity between Embeddings,0.6744186046511628,0.8870967741935484,0.65
question-answering,0,where X F is the Frobenius norm of X .,architecture,Fine-tuning the Similarity between Embeddings,0,175,56,14,0,architecture : Fine-tuning the Similarity between Embeddings,0.6782945736434108,0.9032258064516129,0.7
question-answering,0,We solve this problem in a few minutes using L - BFGS on a subset of m = 10 M examples from D .,architecture,Fine-tuning the Similarity between Embeddings,0,176,57,15,0,architecture : Fine-tuning the Similarity between Embeddings,0.6821705426356589,0.9193548387096774,0.75
question-answering,0,We first use 4 M examples to train and 6M as validation set to determine the value of the regularization parameter ?.,architecture,Fine-tuning the Similarity between Embeddings,0,177,58,16,0,architecture : Fine-tuning the Similarity between Embeddings,0.686046511627907,0.9354838709677419,0.8
question-answering,0,"We then retrain the model on the whole 10M examples using the selected value , which happened to be ? = 1.7 10 ?5 .",architecture,Fine-tuning the Similarity between Embeddings,0,178,59,17,0,architecture : Fine-tuning the Similarity between Embeddings,0.689922480620155,0.9516129032258065,0.85
question-answering,0,"This fine - tuning is related to learning a new metric in the embedding space , but since the resulting M is not symmetric , it does not define a dot-product .",architecture,Fine-tuning the Similarity between Embeddings,0,179,60,18,0,architecture : Fine-tuning the Similarity between Embeddings,0.6937984496124031,0.967741935483871,0.9
question-answering,0,"Still , M is close to a constant factor times identity ( as in the original score S ( ) ) .",architecture,Fine-tuning the Similarity between Embeddings,0,180,61,19,0,architecture : Fine-tuning the Similarity between Embeddings,0.6976744186046512,0.9838709677419355,0.95
question-answering,0,"The fine - tuning does not deeply alter the ranking , but , as expected , allows for a slight change in the triples ranking , which ends in consistent improvement in performance , as we show in the experiments .",architecture,Fine-tuning the Similarity between Embeddings,0,181,62,20,0,architecture : Fine-tuning the Similarity between Embeddings,0.7015503875968992,1.0,1.0
question-answering,0,Experiments,experiment,Experiments,0,182,1,1,0,experiment : Experiments,0.7054263565891473,1.0,1.0
question-answering,0,Evaluation Protocols,evaluation,Evaluation Protocols,0,183,1,1,0,evaluation : Evaluation Protocols,0.7093023255813954,0.07142857142857142,0.5
question-answering,0,We first detail the data and metrics which were chosen to assess the quality of our embedding model .,evaluation,Evaluation Protocols,0,184,2,2,0,evaluation : Evaluation Protocols,0.7131782945736435,0.14285714285714285,1.0
question-answering,0,Test Set,evaluation,Test Set,0,185,3,1,0,evaluation : Test Set,0.7170542635658915,0.21428571428571427,0.14285714285714285
question-answering,0,The data set WikiAnswers + ReVerb contains no labeled examples but some are needed for evaluating models .,evaluation,Test Set,0,186,4,2,0,evaluation : Test Set,0.7209302325581395,0.2857142857142857,0.2857142857142857
question-answering,0,"We used the test set which has been created by in the following way : ( 1 ) they identified 37 questions from a heldout portion of WikiAnswers which were likely to have at least one answer in ReVerb , ( 2 ) they added all valid paraphrases of these questions to obtain a set of 691 questions , ( 3 ) they ran various versions of their paralex system on them to gather candidate triples ( for a total of 48 k ) , which they finally hand - labeled .",evaluation,Test Set,0,187,5,3,0,evaluation : Test Set,0.7248062015503876,0.35714285714285715,0.42857142857142855
question-answering,0,Reranking,evaluation,Test Set,1,188,6,4,0,evaluation : Test Set,0.7286821705426356,0.42857142857142855,0.5714285714285714
question-answering,0,We first evaluated different versions of our model against the paralex system in a reranking setting .,evaluation,Test Set,0,189,7,5,0,evaluation : Test Set,0.7325581395348837,0.5,0.7142857142857143
question-answering,0,"For each question q from the WikiAn - swers + ReVerb test set , we take the provided candidate triples t and rerank them by sorting by the score S ( q , t ) or S ft ( q , t ) of our model , depending whether we use fine - tuning or not .",evaluation,Test Set,0,190,8,6,0,evaluation : Test Set,0.7364341085271318,0.5714285714285714,0.8571428571428571
question-answering,0,"As in , we then compute the precision , recall and F1 -score of the highest ranked answer as well as the mean average precision ( MAP ) of the whole output , which measures the average precision over all levels of recall .",evaluation,Test Set,0,191,9,7,0,evaluation : Test Set,0.7403100775193798,0.6428571428571429,1.0
question-answering,0,Full Ranking,evaluation,Full Ranking,0,192,10,1,0,evaluation : Full Ranking,0.7441860465116279,0.7142857142857143,0.2
question-answering,0,"We hence decided to filter out some candidates before ranking by using a simple string matching strategy : after pos-tagging the question , we construct a set of candidate strings containing ( i ) all noun phrases that appear less than 1,000 .",evaluation,Full Ranking,0,193,11,2,0,evaluation : Full Ranking,0.748062015503876,0.7857142857142857,0.4
question-answering,0,Examples of nearest neighboring entities and relationships from REVERB for some words from our vocabulary .,evaluation,Full Ranking,0,194,12,3,0,evaluation : Full Ranking,0.751937984496124,0.8571428571428571,0.6
question-answering,0,"The prefix L : , resp.",evaluation,Full Ranking,0,195,13,4,0,evaluation : Full Ranking,0.7558139534883721,0.9285714285714286,0.8
question-answering,0,": , indicates the embedding of an entity when appearing in left - hand side , resp. right - hand side , of triples .",evaluation,Full Ranking,0,196,14,5,0,evaluation : Full Ranking,0.7596899224806202,1.0,1.0
question-answering,0,Results,result,Results,0,197,1,1,0,result : Results,0.7635658914728682,0.024390243902439025,0.047619047619047616
question-answering,0,This section now discusses our empirical performance .,result,Results,0,198,2,2,0,result : Results,0.7674418604651163,0.04878048780487805,0.09523809523809523
question-answering,0,Reranking and present the results of the reranking experiments .,result,Results,0,199,3,3,0,result : Results,0.7713178294573644,0.07317073170731707,0.14285714285714285
question-answering,0,"We compare various versions of our model against two versions of paralex , whose results were given in .",result,Results,0,200,4,4,0,result : Results,0.7751937984496124,0.0975609756097561,0.19047619047619047
question-answering,0,"First , we can see that multitasking with paraphrase data is essential since it improves F1 from 0.60 to 0.68 .",result,Results,1,201,5,5,0,result : Results,0.7790697674418605,0.12195121951219512,0.23809523809523808
question-answering,0,"Paraphrases allow for the embeddings to encode a richer connection between KB constituents and words , as well as between words themselves .",result,Results,0,202,6,6,0,result : Results,0.7829457364341085,0.14634146341463414,0.2857142857142857
question-answering,0,"Note that the WikiAnswers data provides word alignment between paraphrases , which we did not use , unlike paralex .",result,Results,0,203,7,7,0,result : Results,0.7868217054263565,0.17073170731707318,0.3333333333333333
question-answering,0,"We also tried to use n-grams ( 2.5 M most frequent ) as well as the words to represent the question , but this did not bring any improvement , which might at first seem counter - intuitive .",result,Results,0,204,8,8,0,result : Results,0.7906976744186046,0.1951219512195122,0.38095238095238093
question-answering,0,"We believe this is due to two factors : it is hard to learn good embeddings for n-grams since their frequency is usually very low and ( 2 ) our automatically generated questions have a poor syntax and hence , many n-grams in this data set do not make sense .",result,Results,0,205,9,9,0,result : Results,0.7945736434108527,0.21951219512195122,0.42857142857142855
