topic,paper_ID,text,section,label,position,section_position,citation,length
text-classification,0,"This simplification of engineering could be crucial for a single system that can work for different languages , since characters always constitute a necessary construct regardless of whether segmentation into words is possible .",introduction,0,26,15,0,34
text-classification,0,Working on only characters also has the advantage that abnormal character combinations such as misspellings and emoticons maybe naturally learnt .,introduction,0,27,16,0,21
text-classification,0,character - level convolutional networks,introduction,0,28,17,0,5
text-classification,0,"In this section , we introduce the design of character - level ConvNets for text classification .",introduction,0,29,18,0,17
text-classification,0,"The design is modular , where the gradients are obtained by back - propagation to perform optimization .",introduction,0,30,19,0,18
text-classification,0,key modules,introduction,0,31,20,0,2
text-classification,0,"The main component is the temporal convolutional module , which simply computes a 1 - D convolution .",introduction,0,32,21,0,18
text-classification,0,Suppose we have a discrete input function g ( x ) ?,introduction,0,33,22,0,12
text-classification,0,"[ 1 , l ] ?",introduction,0,34,23,0,6
text-classification,0,Rand a discrete kernel function,introduction,0,35,24,0,5
text-classification,0,where c = k ? d + 1 is an offset constant .,introduction,0,36,25,0,13
text-classification,0,"Just as in traditional convolutional networks in vision , the module is parameterized by a set of such kernel functions f ij ( x ) ( i = 1 , 2 , . . . , m and j = 1 , 2 , . . . , n) which we call weights , on a set of inputs g i ( x ) and outputs h j ( y ) .",introduction,0,37,26,0,72
text-classification,0,"We call each g i ( or h j ) input ( or output ) features , and m ( or n) input ( or output ) feature size .",introduction,0,38,27,0,30
text-classification,0,The outputs h j ( y ) is obtained by a sum over i of the convolutions between g i ( x ) and f ij ( x ) .,introduction,0,39,28,0,30
text-classification,0,One key module that helped us to train deeper models is temporal max - pooling .,introduction,0,40,29,0,16
text-classification,0,It is the 1 - D version of the max - pooling module used in computer vision .,introduction,0,41,30,0,18
text-classification,0,Given a discrete input function g ( x ) ?,introduction,0,42,31,0,10
text-classification,0,"[ 1 , l ] ?",introduction,0,43,32,0,6
text-classification,0,"R , the max - pooling function h ( y ) ?",introduction,0,44,33,0,12
text-classification,0,"[ 1 , ( l ? k) / d + 1 ] ?",introduction,0,45,34,0,13
text-classification,0,R of g ( x ) is defined as,introduction,0,46,35,0,9
text-classification,0,where c = k ? d + 1 is an offset constant .,introduction,0,47,36,0,13
text-classification,0,"This very pooling module enabled us to train ConvNets deeper than 6 layers , where all others fail .",introduction,0,48,37,0,19
text-classification,0,The analysis by might shed some light on this .,introduction,0,49,38,0,10
text-classification,0,"The non-linearity used in our model is the rectifier or thresholding function h ( x ) = max {0 , x} , which makes our convolutional layers similar to rectified linear units ( ReLUs ) .",introduction,0,50,39,0,36
text-classification,0,"The algorithm used is stochastic gradient descent ( SGD ) with a minibatch of size 128 , using momentum 0.9 and initial step size 0.01 which is halved every 3 epoches for 10 times .",introduction,0,51,40,0,35
text-classification,0,Each epoch takes a fixed number of random training samples uniformly sampled across classes .,introduction,0,52,41,0,15
text-classification,0,This number will later be detailed for each dataset sparately .,introduction,0,53,42,0,11
text-classification,0,The implementation is done using Torch 7 .,introduction,0,54,43,0,8
text-classification,0,character quantization,introduction,0,55,44,0,2
text-classification,0,Our models accept a sequence of encoded characters as input .,introduction,0,56,45,0,11
text-classification,0,"The encoding is done by prescribing an alphabet of size m for the input language , and then quantize each character using 1 - of - m encoding ( or "" one - hot "" encoding ) .",introduction,0,57,46,0,38
text-classification,0,"Then , the sequence of characters is transformed to a sequence of such m sized vectors with fixed length l 0 .",introduction,0,58,47,0,22
text-classification,0,"Any character exceeding length l 0 is ignored , and any characters thatare not in the alphabet including blank characters are quantized as all - zero vectors .",introduction,0,59,48,0,28
text-classification,0,"The character quantization order is backward so that the latest reading on characters is always placed near the begin of the output , making it easy for fully connected layers to associate weights with the latest reading .",introduction,0,60,49,0,38
text-classification,0,Later we also compare with models that use a different alphabet in which we distinguish between upper-case and lower - case letters .,introduction,0,61,50,0,23
text-classification,0,model design,introduction,0,62,51,0,2
text-classification,0,We designed 2 ConvNets - one large and one small .,introduction,0,63,52,0,11
text-classification,0,They are both 9 layers deep with 6 convolutional layers and 3 fully - connected layers .,introduction,0,64,53,0,17
text-classification,0,gives an illustration .,introduction,0,65,54,0,4
text-classification,0,some text,introduction,0,66,55,0,2
text-classification,0,convolutions,introduction,0,67,56,0,1
text-classification,0,Max - pooling Length Feature Quantization ...,introduction,0,68,57,0,7
text-classification,0,conv. and pool. layers,introduction,0,69,58,0,4
text-classification,0,fully - connected :,introduction,0,70,59,0,4
text-classification,0,illustration of our model,introduction,0,71,60,0,4
text-classification,0,"The input have number of features equal to 70 due to our character quantization method , and the input feature length is 1014 .",introduction,0,72,61,0,24
text-classification,0,It seems that 1014 characters could already capture most of the texts of interest .,introduction,0,73,62,0,15
text-classification,0,We also insert 2 dropout modules in between the 3 fully - connected layers to regularize .,introduction,0,74,63,0,17
text-classification,0,They have dropout probability of 0.5 .,introduction,0,75,64,0,7
text-classification,0,"lists the configurations for convolutional layers , and table 2 lists the configurations for fully - connected ( linear ) layers .",introduction,0,76,65,0,22
text-classification,0,We initialize the weights using a Gaussian distribution .,introduction,0,77,66,0,9
text-classification,0,"The mean and standard deviation used for initializing the large model is ( 0 , 0.02 ) and small model ( 0 , 0.05 ) . :",introduction,0,78,67,0,27
text-classification,0,Fully - connected layers used in our experiments .,introduction,0,79,68,0,9
text-classification,0,The number of output units for the last layer is determined by the problem .,introduction,0,80,69,0,15
text-classification,0,"For example , for a 10 - class classification problem it will be 10 .",introduction,0,81,70,0,15
text-classification,0,depends on the problem,introduction,0,82,71,0,4
text-classification,0,"For different problems the input lengths maybe different ( for example in our case l 0 = 1014 ) , and so are the frame lengths .",introduction,0,83,72,0,27
text-classification,0,"From our model design , it is easy to know that given input length l 0 , the output frame length after the last convolutional layer ( but before any of the fully - connected layers ) isl 6 = ( l 0 ? 96 ) / 27 .",introduction,0,84,73,0,49
text-classification,0,This number multiplied with the frame size at layer 6 will give the input dimension the first fully - connected layer accepts .,introduction,0,85,74,0,23
text-classification,0,Layer Output Units Large Output Units,introduction,0,86,75,0,6
text-classification,0,data augmentation using thesaurus,introduction,0,87,76,0,4
text-classification,0,Many researchers have found that appropriate data augmentation techniques are useful for controlling generalization error for deep learning models .,introduction,0,88,77,0,20
text-classification,0,These techniques usually work well when we could find appropriate invariance properties that the model should possess .,introduction,0,89,78,0,18
text-classification,0,"In terms of texts , it is not reasonable to augment the data using signal transformations as done in image or speech recognition , because the exact order of characters may form rigorous syntactic and semantic meaning .",introduction,0,90,79,0,38
text-classification,0,"Therefore , the best way to do data augmentation would have been using human rephrases of sentences , but this is unrealistic and expensive due the large volume of samples in our datasets .",introduction,0,91,80,0,34
text-classification,0,"As a result , the most natural choice in data augmentation for us is to replace words or phrases with their synonyms .",introduction,0,92,81,0,23
text-classification,0,"We experimented data augmentation by using an English thesaurus , which is obtained from the mytheas component used in LibreOffice 1 project .",introduction,0,93,82,0,23
text-classification,0,"That thesaurus in turn was obtained from Word - Net , where every synonym to a word or phrase is ranked by the semantic closeness to the most frequently seen meaning .",introduction,0,94,83,0,32
text-classification,0,"To decide on how many words to replace , we extract all replaceable words from the given text and randomly chooser of them to be replaced .",introduction,0,95,84,0,27
text-classification,0,The probability of number r is determined by a geometric distribution with parameter pin which P [ r ] ? pr .,introduction,0,96,85,0,22
text-classification,0,The index s of the synonym chosen given a word is also determined by a another geometric distribution in which P [ s ] ? q s .,introduction,0,97,86,0,28
text-classification,0,"This way , the probability of a synonym chosen becomes smaller when it moves distant from the most frequently seen meaning .",introduction,0,98,87,0,22
text-classification,0,We will report the results using this new data augmentation technique with p = 0.5 and q = 0.5 .,introduction,0,99,88,0,20
text-classification,0,comparison models,introduction,0,100,89,0,2
text-classification,0,"To offer fair comparisons to competitive models , we conducted a series of experiments with both traditional and deep learning methods .",introduction,0,101,90,0,22
text-classification,0,"We tried our best to choose models that can provide comparable and competitive results , and the results are reported faithfully without any model selection .",introduction,0,102,91,0,26
text-classification,0,traditional methods,method,0,103,1,0,2
text-classification,0,We refer to traditional methods as those that using a hand - crafted feature extractor and a linear classifier .,method,0,104,2,0,20
text-classification,0,The classifier used is a multinomial logistic regression in all these models .,method,0,105,3,0,13
text-classification,0,Bag - of - words and its TFIDF .,method,0,106,4,0,9
text-classification,0,"For each dataset , the bag - of - words model is constructed by selecting 50,000 most frequent words from the training subset .",method,0,107,5,0,24
text-classification,0,"For the normal bag - of - words , we use the counts of each word as the features .",method,0,108,6,0,20
text-classification,0,"For the TFIDF ( term-frequency inverse - document - frequency ) version , we use the counts as the term-frequency .",method,0,109,7,0,21
text-classification,0,The inverse document frequency is the logarithm of the division between total number of samples and number of samples with the word in the training subset .,method,0,110,8,0,27
text-classification,0,The features are normalized by dividing the largest feature value .,method,0,111,9,0,11
text-classification,0,Bag - of - ngrams and its TFIDF .,method,0,112,10,0,9
text-classification,0,"The bag - of - ngrams models are constructed by selecting the 500,000 most frequent n-grams ( up to 5 - grams ) from the training subset for each dataset .",method,0,113,11,0,31
text-classification,0,The feature values are computed the same way as in the bag - of - words model .,method,0,114,12,0,18
text-classification,0,Bag - of - means on word embedding .,method,0,115,13,0,9
text-classification,0,"We also have an experimental model that uses k-means on word2vec learnt from the training subset of each dataset , and then use these learnt means as representatives of the clustered words .",method,0,116,14,0,33
text-classification,0,We take into consideration all the words that appeared more than 5 times in the training subset .,method,0,117,15,0,18
text-classification,0,The dimension of the embedding is 300 .,method,0,118,16,0,8
text-classification,0,The bag - of - means features are computed the same way as in the bag - of - words model .,method,0,119,17,0,22
text-classification,0,The number of means is 5000 .,method,0,120,18,0,7
text-classification,0,deep learning methods,method,0,121,1,0,3
text-classification,0,Recently deep learning methods have started to be applied to text classification .,method,0,122,2,0,13
text-classification,0,"We choose two simple and representative models for comparison , in which one is word - based ConvNet and the other a simple long - short term memory ( LSTM ) recurrent neural network model .",method,0,123,3,0,36
text-classification,0,word - based convnets .,method,0,124,4,0,5
text-classification,0,"Among the large number of recent works on word - based ConvNets for text classification , one of the differences is the choice of using pretrained or end - to - end learned word representations .",method,0,125,5,0,36
text-classification,0,We offer comparisons with both using the pretrained word2vec embedding and using lookup tables .,method,0,126,6,0,15
text-classification,0,"The embedding size is 300 in both cases , in the same way as our bagof - means model .",method,0,127,7,0,20
text-classification,0,"To ensure fair comparison , the models for each case are of the same size as our character - level ConvNets , in terms of both the number of layers and each layer 's output size .",method,0,128,8,0,37
text-classification,0,Experiments using a thesaurus for data augmentation are also conducted .,method,0,129,9,0,11
text-classification,0,LSTM LSTM LSTM ... : long - short term memory,method,0,130,10,0,10
text-classification,0,long - short term memory .,method,0,131,11,0,6
text-classification,0,"We also offer a comparison with a recurrent neural network model , namely long - short term memory ( LSTM ) .",method,0,132,12,0,22
text-classification,0,"The LSTM model used in our case is word - based , using pretrained word2vec embedding of size 300 as in previous models .",method,0,133,13,0,24
text-classification,0,"The model is formed by taking mean of the outputs of all LSTM cells to form a feature vector , and then using multinomial logistic regression on this feature vector .",method,0,134,14,0,31
text-classification,0,The output dimension is 512 .,method,0,135,15,0,6
text-classification,0,"The variant of LSTM we used is the common "" vanilla "" architecture [ 8 ] .",method,0,136,16,0,17
text-classification,0,We also used gradient clipping in which the gradient norm is limited to 5 . gives an illustration .,method,0,137,17,0,19
text-classification,0,mean,method,0,138,18,0,1
text-classification,0,choice of alphabet,method,0,139,19,0,3
text-classification,0,"For the alphabet of English , one apparent choice is whether to distinguish between upper-case and lower - case letters .",method,0,140,20,0,21
text-classification,0,We report experiments on this choice and observed that it usually ( but not always ) gives worse results when such distinction is made .,method,0,141,21,0,25
text-classification,0,"One possible explanation might be that semantics do not change with different letter cases , therefore there is a benefit of regularization .",method,0,142,22,0,23
text-classification,0,Large - scale Datasets and Results,method,0,143,23,0,6
text-classification,0,"Previous research on ConvNets in different are as has shown that they usually work well with largescale datasets , especially when the model takes in low - level raw features like characters in our case .",method,0,144,24,0,36
text-classification,0,"However , most open datasets for text classification are quite small , and large - scale datasets are splitted with a significantly smaller training set than testing .",method,0,145,25,0,28
text-classification,0,"Therefore , instead of confusing our community more by using them , we built several large - scale datasets for our experiments , ranging from hundreds of thousands to several millions of samples .",method,0,146,26,0,34
text-classification,0,is a summary .,method,0,147,27,0,4
text-classification,0,sogou news corpus .,method,0,148,28,0,4
text-classification,0,"This dataset is a combination of the Sogo u CA and Sogo uCS news corpora , containing in total 2,909,551 news articles in various topic channels .",method,0,149,29,0,27
text-classification,0,"We then labeled each piece of news using its URL , by manually classifying the their domain names .",method,0,150,30,0,19
text-classification,0,This gives us a large corpus of news articles labeled with their categories .,method,0,151,31,0,14
text-classification,0,There are a large number categories but most of them contain only few articles .,method,0,152,32,0,15
text-classification,0,"We choose 5 categories - "" sports "" , "" finance "" , "" entertainment "" , "" automobile "" and "" technology "" .",method,0,153,33,0,25
text-classification,0,"The number of training samples selected for each class is 90,000 and testing 12,000 .",method,0,154,34,0,15
text-classification,0,"Although this is a dataset in Chinese , we used pypinyin package combined with jieba Chinese segmentation system to produce Pinyin - a phonetic romanization of Chinese .",method,0,155,35,0,28
text-classification,0,The models for English can then be applied to this dataset without change .,method,0,156,36,0,14
text-classification,0,The fields used are title and content . :,method,0,157,37,0,9
text-classification,0,Testing errors of all the models .,method,0,158,38,0,7
text-classification,0,numbers are in percentage .,method,0,159,39,0,5
text-classification,0,""" Lg "" stands for "" large "" and "" Sm "" stands for "" small "" .",method,0,160,40,0,18
text-classification,0,""" w2 v "" is an abbreviation for "" word2vec "" , and "" Lk "" for "" lookup DBPedia ontology dataset .",method,0,161,41,0,23
text-classification,0,DBpedia is a crowd - sourced community effort to extract structured information from Wikipedia .,method,0,162,42,0,15
text-classification,0,The DBpedia ontology dataset is constructed by picking 14 nonoverlapping classes from DBpedia 2014 .,method,0,163,43,0,15
text-classification,0,"From each of these 14 ontology classes , we randomly choose 40,000 training samples and 5,000 testing samples .",method,0,164,44,0,19
text-classification,0,The fields we used for this dataset contain title and abstract of each Wikipedia article .,method,0,165,45,0,16
text-classification,0,yelp reviews .,method,0,166,46,0,3
text-classification,0,The Yelp reviews dataset is obtained from the Yelp Dataset Challenge in 2015 .,method,0,167,47,0,14
text-classification,0,"This dataset contains 1,569,264 samples that have review texts .",method,0,168,48,0,10
text-classification,0,"Two classification tasks are constructed from this dataset - one predicting full number of stars the user has given , and the other predicting a polarity label by considering stars 1 and 2 negative , and 3 and 4 positive .",method,0,169,49,0,41
text-classification,0,"The full dataset has 130,000 training samples and 10,000 testing samples in each star , and the polarity dataset has 280,000 training samples and 19,000 test samples in each polarity .",method,0,170,50,0,31
text-classification,0,yahoo!,method,0,171,51,0,1
text-classification,0,answers dataset .,method,0,172,52,0,3
text-classification,0,we obtained yahoo!,method,0,173,53,0,3
text-classification,0,Answers Comprehensive Questions and Answers version 1.0 dataset through the Yahoo !,method,0,174,54,0,12
text-classification,0,webscope program .,method,0,175,55,0,3
text-classification,0,"The corpus contains 4,483,032 questions and their answers .",method,0,176,56,0,9
text-classification,0,We constructed a topic classification dataset from this corpus using 10 largest main categories .,method,0,177,57,0,15
text-classification,0,"Each class contains 140,000 training samples and 5,000 testing samples .",method,0,178,58,0,11
text-classification,0,"The fields we used include question title , question content and best answer .",method,0,179,59,0,14
text-classification,0,amazon reviews .,method,0,180,60,0,3
text-classification,0,"We obtained an Amazon review dataset from the Stanford Network Analysis Project ( SNAP ) , which spans 18 years with 34,686,770 reviews from 6,643,669 users on 2,441,053 products .",method,0,181,61,0,30
text-classification,0,"Similarly to the Yelp review dataset , we also constructed 2 datasets - one full score prediction and another polarity prediction .",method,0,182,62,0,22
text-classification,0,"The full dataset contains 600,000 training samples and 130,000 testing samples in each class , whereas the polarity dataset contains 1,800,000 training samples and 200,000 testing samples in each polarity sentiment .",method,0,183,63,0,32
text-classification,0,The fields used are review title and review content .,method,0,184,64,0,10
text-classification,0,lists all the testing errors we obtained from these datasets for all the applicable models .,method,0,185,65,0,16
text-classification,0,"Note that since we do not have a Chinese thesaurus , the Sogou News dataset does not have any results using thesaurus augmentation .",method,0,186,66,0,24
text-classification,0,We labeled the best result in blue and worse result in red .,method,0,187,67,0,13
text-classification,0,Figure 3 : Relative errors with comparison models,method,0,188,68,0,8
text-classification,0,"To understand the results in table 4 further , we offer some empirical analysis in this section .",method,0,189,69,0,18
text-classification,0,"To facilitate our analysis , we present the relative errors in with respect to comparison models .",method,0,190,70,0,17
text-classification,0,"Each of these plots is computed by taking the difference between errors on comparison model and our character - level ConvNet model , then divided by the comparison model error .",method,0,191,71,0,31
text-classification,0,All ConvNets in the figure are the large models with thesaurus augmentation respectively .,method,0,192,72,0,14
text-classification,0,character - level,method,0,193,73,0,3
text-classification,0,ConvNet is an effective method .,method,0,194,74,0,6
text-classification,0,The most important conclusion from our experiments is that character - level ConvNets could work for text classification without the need for words .,method,1,195,75,0,24
text-classification,0,This is a strong indication that language could also bethought of as a signal no different from any other kind .,method,0,196,76,0,21
text-classification,0,shows 12 random first - layer patches learnt by one of our character - level ConvNets for DBPedia dataset .,method,0,197,77,0,20
text-classification,0,Dataset size forms a dichotomy between traditional and ConvNets models .,method,0,198,78,0,11
text-classification,0,The most obvious trend coming from all the plots in is that the larger datasets tend to perform better .,method,1,199,79,0,20
text-classification,0,"Traditional methods like n-grams TFIDF remain strong candidates for dataset of size up to several hundreds of thousands , and only until the dataset goes to the scale of several millions do we observe that character - level ConvNets start to do better .",method,0,200,80,0,44
text-classification,0,Conv Nets may work well for user - generated data .,method,0,201,81,0,11
text-classification,0,User- generated data vary in the degree of how well the texts are curated .,method,0,202,82,0,15
text-classification,0,"For example , in our million scale datasets , Amazon reviews tend to be raw user-inputs , whereas users might be extra careful in their writings on Yahoo !",method,0,203,83,0,29
text-classification,0,answers .,method,0,204,84,0,2
text-classification,0,"Plots comparing word - based deep models ( figures 3 c , 3 d and 3 e ) show that character - level ConvNets work better for less curated user - generated texts .",method,0,205,85,0,34
text-classification,0,This property suggests that ConvNets may have better applicability to real - world scenarios .,method,0,206,86,0,15
text-classification,0,"However , further analysis is needed to validate the hypothesis that ConvNets are truly good at identifying exotic character combinations such as misspellings and emoticons , as our experiments alone do not show any explicit evidence .",method,1,207,87,0,37
text-classification,0,Choice of alphabet makes a difference .,method,0,208,88,0,7
text-classification,0,shows that changing the alphabet by distinguishing between uppercase and lowercase letters could make a difference .,method,0,209,89,0,17
text-classification,0,"For million - scale datasets , it seems that not making such distinction usually works better .",method,0,210,90,0,17
text-classification,0,"One possible explanation is that there is a regularization effect , but this is to be validated .",method,0,211,91,0,18
text-classification,0,Semantics of tasks may not matter .,method,0,212,92,0,7
text-classification,0,Our datasets consist of two kinds of tasks : sentiment analysis ( Yelp and Amazon reviews ) and topic classification ( all others ) .,method,0,213,93,0,25
text-classification,0,This dichotomy in task semantics does not seem to play a role in deciding which method is better .,method,0,214,94,0,19
text-classification,0,Bag - of - means is a misuse of word2vec .,method,0,215,95,0,11
text-classification,0,One of the most obvious facts one could observe from table 4 and figure 3 a is that the bag - of - means model performs worse in every case .,method,0,216,96,0,31
text-classification,0,"Comparing with traditional models , this suggests such a simple use of a distributed word representation may not give us an advantage to text classification .",method,1,217,97,0,26
text-classification,0,"However , our experiments does not speak for any other language processing tasks or use of word2vec in any other way .",method,0,218,98,0,22
text-classification,0,There is no free lunch .,method,0,219,99,0,6
text-classification,0,Our experiments once again verifies that there is not a single machine learning model that can work for all kinds of datasets .,method,0,220,100,0,23
text-classification,0,The factors discussed in this section could all play a role in deciding which method is the best for some specific application .,method,0,221,101,0,23
text-classification,0,conclusion and outlook,method,0,222,102,0,3
text-classification,0,This article offers an empirical study on character - level convolutional networks for text classification .,method,0,223,103,0,16
text-classification,0,We compared with a large number of traditional and deep learning models using several largescale datasets .,method,0,224,104,0,17
text-classification,0,"On one hand , analysis shows that character - level ConvNet is an effective method .",method,0,225,105,0,16
text-classification,0,"On the other hand , how well our model performs in comparisons depends on many factors , such as dataset size , whether the texts are curated and choice of alphabet .",method,0,226,106,0,32
text-classification,0,"In the future , we hope to apply character - level ConvNets for a broader range of language processing tasks especially when structured outputs are needed .",method,0,227,107,0,27
question-answering,8,MACHINE COMPREHENSION USING MATCH - LSTM AND ANSWER POINTER,title,1,2,1,0,9
question-answering,8,abstract,abstract,0,3,1,0,1
question-answering,8,Machine comprehension of text is an important problem in natural language processing .,abstract,1,4,2,0,13
question-answering,8,"A recently released dataset , the Stanford Question Answering Dataset ( SQuAD ) , offers a large number of real questions and their answers created by humans through crowdsourcing .",abstract,0,5,3,0,30
question-answering,8,"SQuAD provides a challenging testbed for evaluating machine comprehension algorithms , partly because compared with previous datasets , in SQuAD the answers do not come from a small set of candidate answers and they have variable lengths .",abstract,0,6,4,0,38
question-answering,8,We propose an end - to - end neural architecture for the task .,abstract,0,7,5,0,14
question-answering,8,"The architecture is based on match - LSTM , a model we proposed previously for textual entailment , and Pointer Net , a sequence - to - sequence model proposed by Vinyals et al. ( 2015 ) to constrain the output tokens to be from the input sequences .",abstract,0,8,6,1,49
question-answering,8,We propose two ways of using Pointer Net for our task .,abstract,0,9,7,0,12
question-answering,8,Our experiments show that both of our two models substantially outperform the best results obtained by Rajpurkar et al. ( 2016 ) using logistic regression and manually crafted features .,abstract,0,10,8,1,30
question-answering,8,introduction,introduction,0,11,1,0,1
question-answering,8,Machine comprehension of text is one of the ultimate goals of natural language processing .,introduction,0,12,2,0,15
question-answering,8,"While the ability of a machine to understand text can be assessed in many different ways , in recent years , several benchmark datasets have been created to focus on answering questions as away to evaluate machine comprehension .",introduction,0,13,3,0,39
question-answering,8,"In this setup , typically the machine is first presented with apiece of text such as a news article or a story .",introduction,0,14,4,0,23
question-answering,8,The machine is then expected to answer one or multiple questions related to the text .,introduction,0,15,5,0,16
question-answering,8,"In most of the benchmark datasets , a question can be treated as a multiple choice question , whose correct answer is to be chosen from a set of provided candidate answers .",introduction,0,16,6,0,33
question-answering,8,"Presumably , questions with more given candidate answers are more challenging .",introduction,0,17,7,0,12
question-answering,8,The Stanford Question Answering Dataset ( SQuAD ) introduced recently by contains such more challenging questions whose correct answers can be any sequence of tokens from the given text .,introduction,0,18,8,0,30
question-answering,8,"Moreover , unlike some other datasets whose questions and answers were created automatically in Cloze style , the questions and answers in SQu AD were created by humans through crowdsourcing , which makes the dataset more realistic .",introduction,0,19,9,0,38
question-answering,8,"Given these advantages of the SQuAD dataset , in this paper , we focus on this new dataset to study machine comprehension of text .",introduction,0,20,10,0,25
question-answering,8,A sample piece of text and three of its associated questions are shown in .,introduction,0,21,11,0,15
question-answering,8,"Traditional solutions to this kind of question answering tasks rely on NLP pipelines that involve multiple steps of linguistic analyses and feature engineering , including syntactic parsing , named entity recognition , question classification , semantic parsing , etc .",introduction,0,22,12,0,40
question-answering,8,"Recently , with the advances of applying neural network models in NLP , there has been much interest in building end - to - end neural architectures for various NLP tasks , including several pieces of work on machine comprehension .",introduction,0,23,13,0,41
question-answering,8,"However , given the properties of previous machine comprehension datasets , existing end - to - end neural architectures for the task either rely on the candidate answers or assume that the In 1870 , Tesla moved to Karlovac , to attend school at the Higher Real Gymnasium , where he was profoundly influenced by a math teacher Martin Sekuli ?.",introduction,0,24,14,0,61
question-answering,8,"The classes were held in German , as it was a school within the Austro-Hungarian Military Frontier .",introduction,0,25,15,0,18
question-answering,8,"Tesla was able to perform integral calculus in his head , which prompted his teachers to believe that he was cheating .",introduction,0,26,16,0,22
question-answering,8,"He finished a four - year term in three years , graduating in 1873 .",introduction,0,27,17,0,15
question-answering,8,1 .,introduction,0,28,18,0,2
question-answering,8,In what language were the classes given ?,introduction,0,29,19,0,8
question-answering,8,german,introduction,0,30,20,0,1
question-answering,8,2 . Who was Tesla 's main influence in Karlovac ?,introduction,0,31,21,0,11
question-answering,8,martin sekuli ?,introduction,0,32,22,0,3
question-answering,8,3 . Why did Tesla go to Karlovac ?,introduction,0,33,23,0,9
question-answering,8,attend school at the Higher Real Gymnasium :,introduction,0,34,24,0,8
question-answering,8,"A paragraph from Wikipedia and three associated questions together with their answers , taken from the SQuAD dataset .",introduction,0,35,25,0,19
question-answering,8,The tokens in bold in the paragraph are our predicted answers while the texts next to the questions are the ground truth answers .,introduction,0,36,26,0,24
question-answering,8,"answer is a single token , which make these methods unsuitable for the SQuAD dataset .",introduction,0,37,27,0,16
question-answering,8,"In this paper , we propose a new end - to - end neural architecture to address the machine comprehension problem as defined in the SQuAD dataset .",introduction,1,38,28,0,28
question-answering,8,"Specifically , observing that in the SQuAD dataset many questions are paraphrases of sentences from the original text , we adopt a match - LSTM model that we developed earlier for textual entailment .",introduction,1,39,29,0,34
question-answering,8,"We further adopt the Pointer Net ( Ptr - Net ) model developed by , which enables the predictions of tokens from the input sequence only rather than from a larger fixed vocabulary and thus allows us to generate answers that consist of multiple tokens from the original text .",introduction,1,40,30,0,50
question-answering,8,We propose two ways to apply the Ptr - Net model for our task : a sequence model and a boundary model .,introduction,1,41,31,0,23
question-answering,8,We also further extend the boundary model with a search mechanism .,introduction,1,42,32,0,12
question-answering,8,Experiments on the SQuAD dataset show that our two models both outperform the best performance reported by .,introduction,0,43,33,0,18
question-answering,8,"Moreover , using an ensemble of several of our models , we can achieve very competitive performance on SQuAD .",introduction,0,44,34,0,20
question-answering,8,Our contributions can be summarized as follows :,introduction,0,45,35,0,8
question-answering,8,"( 1 ) We propose two new end - to - end neural network models for machine comprehension , which combine match - LSTM and Ptr- Net to handle the special properties of the SQuAD dataset .",introduction,0,46,36,0,37
question-answering,8,"( 2 ) We have achieved the performance of an exact match score of 67.9 % and an F1 score of 77.0 % on the unseen test dataset , which is much better than the featureengineered solution .",introduction,0,47,37,0,38
question-answering,8,"Our performance is also close to the state of the art on SQuAD , which is 71.6 % in terms of exact match and 80.4 % in terms of F1 from Salesforce Research .",introduction,0,48,38,0,34
question-answering,8,( 3 ) Our further analyses of the models reveal some useful insights for further improving the method .,introduction,0,49,39,0,19
question-answering,8,"Beisdes , we also made our code available online 1 .",introduction,0,50,40,0,11
question-answering,8,method,method,0,51,1,0,1
question-answering,8,"In this section , we first briefly review match - LSTM and Pointer Net .",method,0,52,2,0,15
question-answering,8,These two pieces of existing work lay the foundation of our method .,method,0,53,3,0,13
question-answering,8,We then present our end - to - end neural architecture for machine comprehension .,method,0,54,4,0,15
question-answering,8,match - lstm,method,0,55,5,0,3
question-answering,8,"I na recent work on learning natural language inference , we proposed a match - LSTM model for predicting textual entailment .",method,0,56,6,0,22
question-answering,8,"In textual entailment , two sentences are given where one is a premise and the other is a hypothesis .",method,0,57,7,0,20
question-answering,8,"To predict whether the premise entails the hypothesis , the match - LSTM model goes through the tokens of the hypothesis sequentially .",method,0,58,8,0,23
question-answering,8,"At each position of the hypothesis , attention mechanism is used to obtain a weighted vector representation of the premise .",method,0,59,9,0,21
question-answering,8,"This weighted premise is then to be combined with a vector representation of the current token of the hypothesis and fed into an LSTM , which we call the match - LSTM .",method,0,60,10,0,33
question-answering,8,The match - LSTM essentially sequentially aggregates the matching of the attention - weighted premise to each token of the hypothesis and uses the aggregated matching result to make a final prediction . :,method,0,61,11,0,34
question-answering,8,An overview of our two models .,method,0,62,12,0,7
question-answering,8,"Both models consist of an LSTM preprocessing layer , a match - LSTM layer and an Answer Pointer layer .",method,0,63,13,0,20
question-answering,8,"For each match - LSTM in a particular direction , h q i , which is defined as H q ?",method,0,64,14,0,21
question-answering,8,"i , is computed using the ?",method,0,65,15,0,7
question-answering,8,"in the corresponding direction , as described in either Eqn. ( 2 ) or Eqn. ( 5 ) .",method,0,66,16,0,19
question-answering,8,proposed a Pointer Network ( Ptr - Net ) model to solve a special kind of problems where we want to generate an output sequence whose tokens must come from the input sequence .,method,0,67,17,0,34
question-answering,8,"Instead of picking an output token from a fixed vocabulary , Ptr - Net uses attention mechanism as a pointer to select a position from the input sequence as an output symbol .",method,0,68,18,0,33
